composition,glass formation ability
Fe69Ni25B6,FALSE
Fe69Si7B24,TRUE
Fe6B9Mo85,TRUE
Fe6B9W85,TRUE
Fe6Co77B17,TRUE
Fe6Co85B9,TRUE
Fe6Cu19,FALSE
Fe6Ni85B9,TRUE
Fe70(Si3B7)3,TRUE
Fe70Si12.5B17.5,TRUE
Fe70Si12.5C17.5,TRUE
Fe70Si13B17,TRUE
Fe70Si17.5B12.5,TRUE
Fe70Si17.5C12.5,TRUE
Fe70Si7.5B22.5,TRUE
Fe71.5Co11.5B17,TRUE
Fe71B14Mo15,TRUE
Fe71B29,TRUE
Fe71Cu15B14,FALSE
Fe71Mo17C12,TRUE
Fe71Ni15B14,TRUE
Fe71Ni25B4,FALSE
Fe71Si7B22,TRUE
Fe72(SiB3)7,TRUE
Fe72.5P10C17.5,TRUE
Fe72.5P12.5C15,TRUE
Fe72.5P15C12.5,TRUE
Fe72.5P17.5C10,TRUE
Fe72.5P20C7.5,TRUE
Fe72.5Si10B17.5,TRUE
Fe72.5Si12.5B15,TRUE
Fe72.5Si15B12.5,TRUE
Fe72.5Si17.5B10,TRUE
Fe72.5Si5B22.5,TRUE
Fe72.5Si7.5B20,TRUE
Fe72Si13B15,TRUE
Fe73(B4Mo5)3,TRUE
Fe73(Cu5B4)3,FALSE
Fe73(Ni5B4)3,TRUE
Fe73(SiB8)3,FALSE
Fe73.5B20W6.5,TRUE
Fe73B20Mo7,TRUE
Fe73Co10B17,TRUE
Fe73Ni10B17,TRUE
Fe73Ni25B2,FALSE
Fe73Si9.5B17.5,TRUE
Fe73W10C17,FALSE
Fe74.5Si10.5B15,TRUE
Fe74.5Si18B7.5,FALSE
Fe74.8Si13B12.2,TRUE
Fe74.9Si7.3B17.8,TRUE
Fe74Mo9P17,TRUE
Fe75.3Si9.7B15,TRUE
Fe75.5Co7.5B17,TRUE
Fe75B11P14,FALSE
Fe75B18F7,TRUE
Fe75B19P6,FALSE
Fe75B21P4,TRUE
Fe75Mo17C8,TRUE
Fe75P12.5C12.5,TRUE
Fe75P17.5C7.5,TRUE
Fe75P7.5C17.5,TRUE
Fe75Si12.5B12.5,TRUE
Fe75Si12B13,TRUE
Fe75Si13B12,TRUE
Fe75Si17.5B7.5,TRUE
Fe75Si3B22,TRUE
Fe75Si4B21,TRUE
Fe75Si7.5B17.5,TRUE
Fe76(P5C3)3,TRUE
Fe76Mo7P17,TRUE
Fe76Ni5B19,TRUE
Fe77.5B20W2.5,TRUE
Fe77.5B22.5,TRUE
Fe77.5P10C12.5,TRUE
Fe77.5P12.5C10,TRUE
Fe77.5P15C7.5,TRUE
Fe77.5P16C6.5,TRUE
Fe77.5P17.5C5,TRUE
Fe77.5P5C17.5,FALSE
Fe77.5P7.5C15,TRUE
Fe77.5Si10B12.5,TRUE
Fe77.5Si12.5B10,TRUE
Fe77.5Si13.5B9,TRUE
Fe77.5Si15B7.5,TRUE
Fe77.5Si2.5B20,TRUE
Fe77.5Si5B17.5,TRUE
Fe77.5Si7.5B15,TRUE
Fe77B10F13,TRUE
Fe77B13P10,TRUE
Fe77B15P8,TRUE
Fe77B17P6,TRUE
Fe77B19P4,FALSE
Fe77B20Mo3,TRUE
Fe77B8Mo15,FALSE
Fe77Co6B17,TRUE
Fe77Cu15B8,FALSE
Fe77Cu5B18,FALSE
Fe77Ni15B8,FALSE
Fe77Ni5B18,TRUE
Fe77P15C8,TRUE
Fe77Si11B12,TRUE
Fe78.5B20F1.5,TRUE
Fe78.5P15C6.5,TRUE
Fe78.5Si9B12.5,TRUE
Fe78B17C5,TRUE
Fe78B9P13,TRUE
Fe78Si15B7,TRUE
Fe78Si7.5B14.5,TRUE
Fe78Si7B15,TRUE
Fe79(B2C)7,TRUE
Fe79(B2Mo5)3,FALSE
Fe79(B2P)7,TRUE
Fe79(B2P5)3,TRUE
Fe79(B2W)7,TRUE
Fe79(B3P4)3,TRUE
Fe79(B4C3)3,TRUE
Fe79(B4P3)3,TRUE
Fe79(B5P2)3,TRUE
Fe79(B6C)3,TRUE
Fe79(B6P)3,FALSE
Fe79(BP2)7,TRUE
Fe79(BP6)3,TRUE
Fe79(Cu5B2)3,FALSE
Fe79(Ni5B2)3,FALSE
Fe79(SiB2)7,TRUE
Fe79(W2C)7,FALSE
Fe79.5Cu0.5B20,TRUE
Fe79.5Si3.5B17,TRUE
Fe79B10F11,TRUE
Fe79B10P11,TRUE
Fe79B11P10,TRUE
Fe79B13P8,TRUE
Fe79B16Mo5,TRUE
Fe79B16P5,TRUE
Fe79B17P4,TRUE
Fe79B20Mo,TRUE
Fe79B20W,TRUE
Fe79B21,TRUE
Fe79B8P13,TRUE
Fe79Co4B17,TRUE
Fe79Cu5B16,FALSE
Fe79CuB20,FALSE
Fe79Ni5B16,TRUE
Fe79W16C5,FALSE
Fe7B2Mo,TRUE
Fe7BMo2,TRUE
Fe7CoB2,TRUE
Fe7CuB2,FALSE
Fe7Ni2B,FALSE
Fe7Ni76B17,TRUE
Fe7Ni7B6,TRUE
Fe7Ni9B4,TRUE
Fe7Ni9P4,TRUE
Fe7NiB2,TRUE
Fe7Si20Pd73,TRUE
Fe7Si2B,TRUE
Fe7Si2C,TRUE
Fe7SiB2,TRUE
Fe7SiC2,TRUE
Fe7WC2,FALSE
Fe80.5B17Mo2.5,TRUE
Fe80.5B17W2.5,TRUE
Fe80.5Ni2.5B17,TRUE
Fe80.5P13C6.5,TRUE
Fe80.5P15C4.5,TRUE
Fe80B11C9,TRUE
Fe80B11P9,TRUE
Fe80B13C7,TRUE
Fe80B13P7,TRUE
Fe80B17C3,TRUE
Fe80B17P3,FALSE
Fe80B7P13,TRUE
Fe80B9C11,TRUE
Fe80B9P11,TRUE
Fe80Co3B17,TRUE
Fe80Ni3B17,TRUE
Fe80P12.5C7.5,TRUE
Fe80P13C7,TRUE
Fe80P17.5C2.5,TRUE
Fe80P7.5C12.5,TRUE
Fe80Si10.5P9.5,TRUE
Fe80Si11B9,FALSE
Fe80Si12.5B7.5,TRUE
Fe80Si2.5B17.5,TRUE
Fe80Si2.5P17.5,TRUE
Fe80Si3B17,TRUE
Fe80Si7.5B12.5,TRUE
Fe80Si7P13,TRUE
Fe80Si9P11,TRUE
Fe81.5B18.5,TRUE
Fe81.5Cu0.5B18,TRUE
Fe81.5Cu1.5B17,TRUE
Fe81.5P15C3.5,TRUE
Fe81.5Si12.5B6,FALSE
Fe81.5Si4B14.5,TRUE
Fe81B10C9,TRUE
Fe81B10P9,TRUE
Fe81B12C7,TRUE
Fe81B12Mo7,TRUE
Fe81B12P7,TRUE
Fe81B12W7,TRUE
Fe81B14C5,TRUE
Fe81B14Mo5,TRUE
Fe81B14P5,TRUE
Fe81B16C3,TRUE
Fe81B16P3,TRUE
Fe81B17F2,TRUE
Fe81B19,TRUE
Fe81B4Mo15,FALSE
Fe81B6P13,TRUE
Fe81B7P12,TRUE
Fe81B8P11,TRUE
Fe81B9P10,TRUE
Fe81Co2B17,TRUE
Fe81Cu3B16,FALSE
Fe81Cu5B14,FALSE
Fe81CuB18,FALSE
Fe81Ni15B4,FALSE
Fe81Ni3B16,TRUE
Fe81Ni5B14,TRUE
Fe81Si4B15,TRUE
Fe82(BC)9,TRUE
Fe82(BP)9,TRUE
Fe82(SiB5)3,TRUE
Fe82.5B17.5,TRUE
Fe82.5P10C7.5,FALSE
Fe82.5P12.5C5,FALSE
Fe82.5P15C2.5,TRUE
Fe82.5P7.5C10,FALSE
Fe82.5Si10B7.5,FALSE
Fe82.5Si5B12.5,TRUE
Fe82B11C7,TRUE
Fe82B7P11,TRUE
Fe82CoB17,TRUE
Fe82P11.5C6.5,TRUE
Fe82Si5B13,TRUE
Fe82SiB17,TRUE
Fe82Sn1.5B16.5,TRUE
Fe83.5Cu0.5B16,TRUE
Fe83.5Si6.5B10,FALSE
Fe83B10C7,TRUE
Fe83B10P7,TRUE
Fe83B12C5,TRUE
Fe83B12Mo5,TRUE
Fe83B12P5,TRUE
Fe83B14C3,TRUE
Fe83B14P3,TRUE
Fe83B17,TRUE
Fe83B2.3P14.7,TRUE
Fe83B2Mo15,FALSE
Fe83B3P14,FALSE
Fe83B5P12,TRUE
Fe83B6P11,TRUE
Fe83B7P10,TRUE
Fe83B8C9,TRUE
Fe83B8P9,TRUE
Fe83B9Mo8,FALSE
Fe83Cu3B14,FALSE
Fe83Cu5B12,FALSE
Fe83CuB16,FALSE
Fe83Ni15B2,FALSE
Fe83Ni3B14,TRUE
Fe83Ni5B12,FALSE
Fe83NiB16,TRUE
Fe83Si11B6,FALSE
Fe83Si2B15,TRUE
Fe83Si3B14,TRUE
Fe83Si4B13,TRUE
Fe83Si5B12,TRUE
Fe83Si7B10,FALSE
Fe83Si8B9,FALSE
Fe83SiB16,TRUE
Fe84B11C5,TRUE
Fe84B5P11,FALSE
Fe84B7P9,FALSE
Fe84Si3B13,TRUE
Fe84SiB15,TRUE
Fe85(B4C)3,TRUE
Fe85(CuB4)3,FALSE
Fe85(NiB4)3,FALSE
Fe85.5Cu0.5B14,TRUE
Fe85B11P4,FALSE
Fe85B7Mo8,FALSE
Fe85B8C7,TRUE
Fe85CuB14,FALSE
Fe85NiB14,TRUE
Fe85P12.5C2.5,FALSE
Fe85P7.5C7.5,FALSE
Fe85Si2B13,FALSE
Fe86(BC)7,TRUE
Fe86.5Cu0.5B13,TRUE
Fe87B13,TRUE
Fe87B8Mo5,FALSE
Fe87Cu3B10,FALSE
Fe87Cu5B8,FALSE
Fe87CuB12,FALSE
Fe87Ni5B8,FALSE
Fe87NiB12,FALSE
Fe89B6F5,FALSE
Fe89B6Mo5,FALSE
Fe89Cu3B8,FALSE
Fe89Cu5B6,FALSE
Fe89CuB10,FALSE
Fe89Ni3B8,FALSE
Fe89Ni5B6,FALSE
Fe89NiB10,FALSE
Fe8BC,TRUE
Fe8BMo,TRUE
Fe8BP,TRUE
Fe8Co75B17,TRUE
Fe8CuB,FALSE
Fe8GeB,TRUE
Fe8NiB,TRUE
Fe8PC,TRUE
Fe8SiB,TRUE
Fe8SiP,TRUE
Fe9(BN)8,TRUE
Fe91(CuB2)3,FALSE
Fe91B4Mo5,FALSE
Fe91B7F2,FALSE
Fe91B9,TRUE
Fe91Cu5B4,FALSE
Fe91CuB8,FALSE
Fe91Ni5B4,FALSE
Fe91NiB8,FALSE
Fe93B2Mo5,FALSE
Fe93CuB6,FALSE
Fe93Ni3B4,FALSE
Fe93NiB6,FALSE
Fe95CuB4,FALSE
Fe95NiB4,FALSE
Fe9Ag11,FALSE
FeAg,FALSE
FeB5Mo14,TRUE
FeB5W14,TRUE
FeCo14B5,TRUE
FeCo15B4,TRUE
FeCo3B,TRUE
FeCo7B2,TRUE
FeCu33Ag16,FALSE
FeCu9,FALSE
FeNi,TRUE
FeNi14B5,TRUE
FeNi15P4,TRUE
FeNi3B,TRUE
FeNi3P,TRUE
FeNi79P20,TRUE
FeNi7P2,TRUE
Ga10Fe73B17,TRUE
Ga2Fe81B17,TRUE
Ga4Fe79B17,TRUE
Ga6Fe77B17,TRUE
Ga8Fe75B17,TRUE
Gd0.3Zr10Fe89.7,TRUE
Gd11Al5Ni4,TRUE
Gd11Al9,TRUE
Gd12.9Co73Mo14.1,TRUE
Gd14Co70.6Mo15.4,TRUE
Gd14Si11,TRUE
Gd19.4Co72.8Mo7.8,TRUE
Gd2(Al5Ni)3,TRUE
Gd2Al17Ni,TRUE
Gd2Al23,TRUE
Gd2Al7Ni,FALSE
Gd33.3Al33.4Fe33.3,TRUE
Gd3Al13Cu4,TRUE
Gd3Al13Ni4,TRUE
Gd3Al14Ni3,TRUE
Gd3Al15Ni2,FALSE
Gd3Al16Ni,FALSE
Gd3Al17,FALSE
Gd3Al2,TRUE
Gd3Al22,TRUE
Gd3Al47,FALSE
Gd3Au,TRUE
Gd3Zr5Fe42,FALSE
Gd5(Al14Ni)3,TRUE
Gd5.5Al89Fe5.5,TRUE
Gd5Al37Ni8,TRUE
Gd5Al83Ni12,TRUE
Gd5Al87Ni8,TRUE
Gd6.4Al87.2Fe6.4,TRUE
Gd67.5B10Au22.5,TRUE
Gd6Al39Ni5,TRUE
Gd7(Al29Ni2)3,TRUE
Gd7.3Al85.4Fe7.3,TRUE
Gd7Al83Ni10,TRUE
Gd8.2Al83.6Fe8.2,TRUE
Gd8.4Co75.6Mo16,TRUE
Gd8Al85Ni7,TRUE
Gd9.1Al81.8Fe9.1,TRUE
Gd9Al11,TRUE
Gd9Al81Ni10,TRUE
Gd9Al83Ni8,TRUE
Gd9Al85Ni6,TRUE
GdAl,TRUE
GdAl15Ni4,FALSE
GdAl16Ni3,TRUE
GdAl17Ni2,TRUE
GdAl18Ni,TRUE
GdAl3Ni,FALSE
GdAl7Ni2,TRUE
GdAl8Fe,TRUE
GdAl8Ni,TRUE
GdAl9,TRUE
GdZr5Fe44,TRUE
Ge21Pd79,TRUE
Hf(Cu2Ni)3,FALSE
Hf(CuNi)2,TRUE
Hf(CuNi2)3,FALSE
Hf10Cu7Ni3,TRUE
Hf10Nb7Si3,TRUE
Hf10V7Si3,TRUE
Hf11(Cu2Ni)3,TRUE
Hf11(CuNi2)3,TRUE
Hf11(Nb2Si)3,TRUE
Hf11(V2Si)3,TRUE
Hf11(Zr2Si)3,TRUE
Hf11Cu4Ni5,TRUE
Hf11Cu5Ni4,TRUE
Hf11Fe54.9O34.1,FALSE
Hf11TaFe38,TRUE
Hf12.2Fe51.5O36.3,FALSE
Hf12Nb5Si3,TRUE
Hf12V5Si3,TRUE
Hf13.7Fe50.2O36.1,TRUE
Hf13Al2Cu5,TRUE
Hf13Al2Ni5,TRUE
Hf13Cu4Ni3,TRUE
Hf13Nb4Si3,TRUE
Hf13Ta17Fe70,TRUE
Hf13V4Si3,TRUE
Hf14(NbSi)3,TRUE
Hf14(VSi)3,TRUE
Hf15.2Zr60.8Fe24,TRUE
Hf15Cu2Ni3,TRUE
Hf15Cu4Ni,FALSE
Hf15Nb2Si3,TRUE
Hf15V2Si3,TRUE
Hf16NbSi3,TRUE
Hf16VSi3,TRUE
Hf17Si3,TRUE
Hf18.2Fe46.2O35.6,TRUE
Hf19(TaFe8)9,TRUE
Hf2(Zr5Si)3,TRUE
Hf2.1Fe88.4O9.5,FALSE
Hf21Nb22Cu57,TRUE
Hf22.8Zr53.2Fe24,TRUE
Hf23Nb20Cu57,TRUE
Hf25Zr32Be43,TRUE
Hf28(Nb5Cu19)3,TRUE
Hf28.8Nb33Cu38.2,TRUE
Hf2Cu2Ni,TRUE
Hf2Cu3,TRUE
Hf2Cu3Ni5,TRUE
Hf2Cu5Ni3,TRUE
Hf2Cu7Ni,FALSE
Hf2CuNi,TRUE
Hf2CuNi2,TRUE
Hf2CuNi7,TRUE
Hf2Ni3,TRUE
Hf2Ta3Fe5,TRUE
Hf2Ta7Fe16,TRUE
Hf30.1Nb30Cu39.9,TRUE
Hf32.3Nb25Cu42.7,TRUE
Hf33Nb10Cu57,TRUE
Hf34.2Zr41.8Fe24,TRUE
Hf34.4Nb20Cu45.6,TRUE
Hf36.6Nb15Cu48.4,TRUE
Hf37Fe63,TRUE
Hf38.7Nb10Cu51.3,TRUE
Hf38Nb5Cu57,TRUE
Hf3Cu2,TRUE
Hf3Cu2Ni5,TRUE
Hf3Cu3Ni4,TRUE
Hf3Cu4Ni3,TRUE
Hf3Cu5Ni2,TRUE
Hf3Cu6Ni,TRUE
Hf3Cu7,TRUE
Hf3CuNi,TRUE
Hf3CuNi6,TRUE
Hf3Ni2,TRUE
Hf3Ni7,TRUE
Hf3Ta2Fe5,TRUE
Hf4(CuNi)3,TRUE
Hf40.9Nb5Cu54.1,TRUE
Hf41Nb44Si15,TRUE
Hf42.6Nb1Cu56.4,TRUE
Hf42Nb43Si15,TRUE
Hf42NbCu57,TRUE
Hf43(Nb14Si5)3,TRUE
Hf44Nb41Si15,TRUE
Hf46(Nb13Si5)3,TRUE
Hf47Nb38Si15,TRUE
Hf48Nb37Si15,TRUE
Hf49(Nb12Si5)3,TRUE
Hf4Cu5Ni,TRUE
Hf4CuNi5,TRUE
Hf4Ta31Fe65,TRUE
Hf4TaFe5,TRUE
Hf4Zr13Si3,TRUE
Hf51Nb34Si15,TRUE
Hf51V34Si15,TRUE
Hf52(Nb11Si5)3,TRUE
Hf52(V11Si5)3,TRUE
Hf53Nb32Si15,TRUE
Hf53V32Si15,TRUE
Hf54Nb31Si15,TRUE
Hf54V31Si15,TRUE
Hf54Zr3Be43,TRUE
Hf56Nb29Si15,TRUE
Hf56V29Si15,TRUE
Hf57Nb28Si15,TRUE
Hf57V28Si15,TRUE
Hf58(Nb9Si5)3,TRUE
Hf58(V9Si5)3,TRUE
Hf59Nb26Si15,TRUE
Hf59V26Si15,TRUE
Hf5Cu2Ni3,TRUE
Hf5Cu3Ni2,TRUE
Hf5Cu4Ni,TRUE
Hf5CuNi4,TRUE
Hf5Zr52Be43,TRUE
Hf61(Nb8Si5)3,TRUE
Hf61(V8Si5)3,TRUE
Hf62Nb23Si15,TRUE
Hf62V23Si15,TRUE
Hf63Nb22Si15,TRUE
Hf63V22Si15,TRUE
Hf64(Nb7Si5)3,TRUE
Hf64(V7Si5)3,TRUE
Hf66Nb19Si15,TRUE
Hf66V19Si15,TRUE
Hf67(Co10P)3,TRUE
Hf67(Co8Si3)3,TRUE
Hf67(Nb6Si5)3,TRUE
Hf67(Ni9P2)3,TRUE
Hf67(V6Si5)3,TRUE
Hf67Co33,TRUE
Hf67Ni33,TRUE
Hf68Nb17Si15,TRUE
Hf68V17Si15,TRUE
Hf69Nb16Si15,TRUE
Hf69V16Si15,TRUE
Hf6Cu3Ni,TRUE
Hf6CuNi3,TRUE
Hf6Zr11Si3,TRUE
Hf7(Fe27B4)3,TRUE
Hf7(Fe29B2)3,TRUE
Hf7.6Zr68.4Fe24,TRUE
Hf71Nb14Si15,TRUE
Hf71V14Si15,TRUE
Hf72Nb13Si15,TRUE
Hf72V13Si15,TRUE
Hf73(Nb4Si5)3,TRUE
Hf73(V4Si5)3,TRUE
Hf74Nb11Si15,TRUE
Hf74V11Si15,TRUE
Hf76(Nb3Si5)3,TRUE
Hf76(V3Si5)3,TRUE
Hf77Nb8Si15,TRUE
Hf77V8Si15,TRUE
Hf78Nb7Si15,TRUE
Hf78V7Si15,TRUE
Hf79(Nb2Si5)3,TRUE
Hf79(V2Si5)3,TRUE
Hf7Cu2Ni,TRUE
Hf7Cu3,TRUE
Hf7CuNi2,TRUE
Hf7Fe77B16,TRUE
Hf7Fe85B8,TRUE
Hf7Fe89B4,TRUE
Hf7Fe91B2,TRUE
Hf7Ni3,TRUE
Hf8(Nb3Si)3,TRUE
Hf8(Zr3Si)3,TRUE
Hf81Nb4Si15,TRUE
Hf81V4Si15,TRUE
Hf82(NbSi5)3,TRUE
Hf82(VSi5)3,TRUE
Hf83Nb2Si15,TRUE
Hf83V2Si15,TRUE
Hf84NbSi15,TRUE
Hf84VSi15,TRUE
Hf8CuNi,FALSE
Hf9.5Fe48.9O41.6,FALSE
Hf9.8Fe87.9B2.3,TRUE
Hf9Cu6Ni5,TRUE
Hf9Cu7Ni4,TRUE
Hf9Cu8Ni3,TRUE
Hf9Nb8Si3,TRUE
HfCu,TRUE
HfCu2Ni7,FALSE
HfCu3Ni,TRUE
HfCu4Ni5,FALSE
HfCu5Ni4,FALSE
HfCu7Ni2,FALSE
HfCuNi3,TRUE
HfFe,TRUE
HfNi,TRUE
HfTa4Fe5,TRUE
Ho(Fe5B)4,TRUE
Ho2Fe19B4,TRUE
HoFe41B8,TRUE
La(Al2Ni)3,FALSE
La(Al6Ni)7,TRUE
La(AlCu)2,FALSE
La(AlCu2)3,FALSE
La(AlNi)2,TRUE
La(AlNi2)3,FALSE
La(Mg2Cu)3,TRUE
La(Mg2Ni)3,TRUE
La(MgCu)2,TRUE
La(MgNi)2,TRUE
La0.3Zr10Fe89.7,TRUE
La10Al14Ni,TRUE
La10Al3Ni7,TRUE
La10Al7Cu3,TRUE
La10Al7Ni3,TRUE
La11(Al2Cu)3,TRUE
La11(Al2Ni)3,TRUE
La11(AlNi2)3,TRUE
La11Al2Ni7,TRUE
La11Al4Cu5,TRUE
La11Al4Ni5,TRUE
La11Al5Ag4,TRUE
La11Al5Au4,TRUE
La11Al5Co4,TRUE
La11Al5Cr4,TRUE
La11Al5Cu4,TRUE
La11Al5Fe4,TRUE
La11Al5Ni4,TRUE
La11Al5Pt4,TRUE
La11Al5Zn4,TRUE
La11Al7Cu2,TRUE
La11Al7Ni2,TRUE
La11Al8Ni,TRUE
La11AlNi8,TRUE
La11Cu44.5Au44.5,TRUE
La11Mn4Al5,TRUE
La12Al3Cu5,TRUE
La12Al3Ni5,TRUE
La12Al5Cu3,TRUE
La12Al5Ni3,TRUE
La12Al7Ni,TRUE
La12Mg5Ni8,TRUE
La12Ni13,TRUE
La13(Al25Ni4)3,TRUE
La13(Al27Ni2)3,TRUE
La13Al2Ni5,TRUE
La13Al3Ni4,TRUE
La13Al4Ni3,TRUE
La13Al5Cu2,TRUE
La13Al5Ni2,TRUE
La13Al6Ni,TRUE
La13Al71Ni16,TRUE
La13Al73Ni14,TRUE
La13Al77Ni10,TRUE
La13Al79Ni8,TRUE
La13Al83Ni4,TRUE
La13Al85Ni2,TRUE
La13AlNi6,TRUE
La14(AlNi)3,TRUE
La14Al5Ni,TRUE
La14Al69Ni17,TRUE
La15Al2Ni3,TRUE
La15Al3Ni2,TRUE
La15Al3Ni32,TRUE
La15Al4Ni,TRUE
La15AlNi4,TRUE
La16Al3Ni,TRUE
La16Al3Ni31,TRUE
La16Al67Ni17,TRUE
La17AlNi2,TRUE
La18Al65Ni17,TRUE
La2(Al5Ni)3,TRUE
La2(CuAu)9,TRUE
La2(Mg5Cu)3,FALSE
La2(Mg5Ni)3,TRUE
La20Al21Ni59,TRUE
La20Al63Ni17,TRUE
La20AlNi29,TRUE
La21Al28Ni,TRUE
La21AlNi28,TRUE
La22Al19Ni59,TRUE
La22Al61Ni17,TRUE
La22AlNi27,TRUE
La24Al17Ni59,TRUE
La24Al59Ni17,TRUE
La26Al15Ni59,TRUE
La26Al57Ni17,TRUE
La27Al11Ni62,TRUE
La27Al9Ni64,TRUE
La28Al55Ni17,TRUE
La2Al16Ni7,TRUE
La2Al17Cu,TRUE
La2Al17Ni,TRUE
La2Al23,TRUE
La2Al2Cu,FALSE
La2Al2Ni,TRUE
La2Al3,FALSE
La2Al3Cu5,FALSE
La2Al3Ni5,TRUE
La2Al5Cu3,FALSE
La2Al5Ni3,TRUE
La2Al7Ni,FALSE
La2AlCu,TRUE
La2AlCu2,TRUE
La2AlCu7,FALSE
La2AlNi,TRUE
La2AlNi2,TRUE
La2AlNi7,FALSE
La2Mg13Ni5,TRUE
La2Mg13Zn5,TRUE
La2Mg17Ni,FALSE
La2Mg18Zn5,TRUE
La2Mg2Cu,TRUE
La2Mg2Ni,FALSE
La2Mg37Zn11,TRUE
La2Mg3Cu5,TRUE
La2Mg5Cu3,TRUE
La2Mg5Ni3,TRUE
La2Mg7Ni,TRUE
La2MgCu2,FALSE
La2Ni3,FALSE
La3(Mg10Ni)2,TRUE
La30Al53Ni17,TRUE
La32Al53Ni15,TRUE
La34Al53Ni13,TRUE
La36Al53Ni11,TRUE
La37(Al19Ni2)3,TRUE
La37Al53Ni10,TRUE
La37Al55Ni8,TRUE
La39Al2Ni59,TRUE
La3Al10Ni7,FALSE
La3Al13Ni4,TRUE
La3Al14Ni3,FALSE
La3Al15Ni2,FALSE
La3Al15Ni7,TRUE
La3Al16Ni,FALSE
La3Al2,TRUE
La3Al2Cu5,TRUE
La3Al2Ni5,TRUE
La3Al33Ni14,TRUE
La3Al3Cu4,TRUE
La3Al3Ni4,TRUE
La3Al44Ni3,TRUE
La3Al4Cu3,FALSE
La3Al4Ni3,TRUE
La3Al5Cu2,FALSE
La3Al5Ni2,TRUE
La3Al6Ni,FALSE
La3Al6Ni11,FALSE
La3Al7,FALSE
La3Al8Ni9,FALSE
La3AlCu,TRUE
La3AlCu6,FALSE
La3AlNi,TRUE
La3AlNi6,TRUE
La3Cu2,FALSE
La3Fe81B16,TRUE
La3Mg10Ni7,TRUE
La3Mg11Ni6,TRUE
La3Mg12Ni5,TRUE
La3Mg13Ni4,TRUE
La3Mg14Cu3,FALSE
La3Mg14Ni3,TRUE
La3Mg15Ni2,TRUE
La3Mg16Ni,FALSE
La3Mg2Cu5,FALSE
La3Mg3Cu4,TRUE
La3Mg3Ni4,TRUE
La3Mg4Cu3,TRUE
La3Mg4Ni3,TRUE
La3Mg5Cu2,TRUE
La3Mg5Ni2,TRUE
La3Mg6Ni,FALSE
La3Mg72Zn25,TRUE
La3Mg75Zn22,TRUE
La3Ni2,TRUE
La3Ni7,FALSE
La3Zr5Fe42,TRUE
La4(Al2Ni)7,TRUE
La4(AlNi)3,TRUE
La4(MgCu)3,TRUE
La41AlNi8,TRUE
La43Al3Ni4,TRUE
La43Al4Ni3,TRUE
La43Al57,TRUE
La43Al5Ni2,TRUE
La49AlNi50,TRUE
La4Al,TRUE
La4Al11Ni5,TRUE
La4Al45Ni,TRUE
La4Al5Cu,FALSE
La4Al5Ni,TRUE
La4Al5Ni11,TRUE
La4AlCu5,FALSE
La4AlNi5,TRUE
La4Cu,FALSE
La4Mg11Cu5,TRUE
La4Mg11Ni5,TRUE
La4Mg13Ni3,TRUE
La4Mg5Cu,FALSE
La4Mg5Ni,TRUE
La4Mg7Ni9,TRUE
La4Mg9Ni7,TRUE
La4MgNi5,FALSE
La4Ni,TRUE
La5(Al14Ni)3,TRUE
La5(Al2Ni3)3,TRUE
La5(Al3Ni2)3,TRUE
La5(AlNi4)3,FALSE
La5(Mg3Ni2)3,TRUE
La5Al13Ni2,FALSE
La5Al14Ni,FALSE
La5Al2Ni13,FALSE
La5Al2Ni3,TRUE
La5Al31Ni14,TRUE
La5Al3Cu2,TRUE
La5Al3Ni2,TRUE
La5Al44Ni,TRUE
La5Al4Cu,FALSE
La5Al4Ni,TRUE
La5Al7Ni8,TRUE
La5Al87Ni8,TRUE
La5Al8Ni7,TRUE
La5Al91Ni4,TRUE
La5AlNi4,TRUE
La5Mg11Cu4,FALSE
La5Mg2Cu3,FALSE
La5Mg2Ni3,FALSE
La5Mg3Cu2,FALSE
La6(AlNi)7,TRUE
La62.5Cu37.5,TRUE
La63Cu37,TRUE
La6Al11Ni3,FALSE
La6Al13Ni,FALSE
La6Al3Cu,TRUE
La6Al3Ni,TRUE
La6Al3Ni11,TRUE
La6Al5Ni9,TRUE
La6Al85Ni9,TRUE
La6Al9Ni5,TRUE
La6AlCu3,TRUE
La6AlNi3,TRUE
La6Mg11Cu3,FALSE
La6Mg15Ni4,TRUE
La6Mg9Cu5,TRUE
La6Mg9Ni5,TRUE
La7.5Al85Mo7.5,TRUE
La7.5Nb7.5Al85,TRUE
La7.5Zr7.5Al85,TRUE
La73Cu27,TRUE
La7Al10Ni3,TRUE
La7Al11Ni2,FALSE
La7Al29Ni14,TRUE
La7Al2Cu,FALSE
La7Al2Ni,TRUE
La7Al2Ni11,TRUE
La7Al3,TRUE
La7Al43,TRUE
La7Al4Ni9,TRUE
La7Al6Cu7,TRUE
La7Al6Ni7,TRUE
La7Al7Ni6,TRUE
La7Al88Ni5,TRUE
La7Al89Ni4,TRUE
La7Al8Ni5,TRUE
La7Al91Ni2,TRUE
La7Al9Ni4,TRUE
La7AlCu2,FALSE
La7AlNi2,TRUE
La7Mg10Ni3,TRUE
La7Mg71Zn22,TRUE
La7Ni3,TRUE
La8(Al3Ni)3,TRUE
La8(Al9Ni5)3,TRUE
La8(AlNi3)3,TRUE
La8(Mg3Cu)3,TRUE
La81AlNi18,TRUE
La83Al3Ni14,TRUE
