smiles,inchi,selfies,iupac,lipophilicity
Clc1ccc(Nc2nnc(Cc3ccncc3)c4ccccc24)cc1,"InChI=1S/C20H15ClN4/c21-15-5-7-16(8-6-15)23-20-18-4-2-1-3-17(18)19(24-25-20)13-14-9-11-22-12-10-14/h1-12H,13H2,(H,23,25)",[Cl][C][=C][C][=C][Branch2][Ring1][O][N][C][=N][N][=C][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][P][Ring1][=Branch1][C][=C][Ring2][Ring1][Branch2],n-(4-chlorophenyl)-4-(pyridin-4-ylmethyl)phthalazin-1-amine,3.7
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,"InChI=1S/C12H12N2O2S/c13-9-1-5-11(6-2-9)17(15,16)12-7-3-10(14)4-8-12/h1-8H,13-14H2",[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],4-(4-aminophenyl)sulfonylaniline,0.88
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,"InChI=1S/C20H24N2O2/c1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18/h3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3/t13-,14-,19+,20-/m0/s1",[C][O][C][=C][C][=C][N][=C][C][=C][Branch2][Ring1][Ring1][C@H1][Branch1][C][O][C@H1][C][C@@H1][C][C][N][Ring1][=Branch1][C][C@@H1][Ring1][=Branch1][C][=C][C][Ring2][Ring1][C][=C][Ring2][Ring1][=Branch1],"(s)-[(4s,5r,7r)-5-ethenyl-1-azabicyclo[2.2.2]octan-7-yl]-(6-methoxyquinolin-4-yl)methanol",2.21
NC(=O)Cc1ccccc1,"InChI=1S/C8H9NO/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H2,9,10)",[N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1],2-phenylacetamide,0.3
CC(=O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@H](CC[C@]4(O)[C@@H]3CC[C@]2(O)C1)C5=CC(=O)OC5,"InChI=1S/C25H34O7/c1-15(27)32-17-3-8-23(14-26)19-4-7-22(2)18(16-11-21(28)31-13-16)6-10-25(22,30)20(19)5-9-24(23,29)12-17/h11,14,17-20,29-30H,3-10,12-13H2,1-2H3/t17-,18+,19-,20+,22+,23-,24-,25-/m0/s1",[C][C][=Branch1][C][=O][O][C@H1][C][C][C@][Branch1][Ring1][C][=O][C@H1][C][C][C@][Branch1][C][C][C@H1][Branch2][Ring1][Branch2][C][C][C@][Ring1][=Branch1][Branch1][C][O][C@@H1][Ring1][O][C][C][C@][Ring1][P][Branch1][C][O][C][Ring2][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1],"[(3s,5s,8r,9s,10s,13r,14s,17r)-10-formyl-5,14-dihydroxy-13-methyl-17-(5-oxo-2h-furan-3-yl)-2,3,4,6,7,8,9,11,12,15,16,17-dodecahydro-1h-cyclopenta[a]phenanthren-3-yl] acetate",0.64
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@H]4C(=O)N,"InChI=1S/C21H21ClFN5O2/c1-30-18-9-16-13(8-12(18)10-28-7-3-6-17(28)20(24)29)21(26-11-25-16)27-15-5-2-4-14(22)19(15)23/h2,4-5,8-9,11,17H,3,6-7,10H2,1H3,(H2,24,29)(H,25,26,27)/t17-/m0/s1",[C][O][C][=C][C][=N][C][=N][C][Branch1][=C][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][F][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][C][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N],(2s)-1-[[4-[(3-chloro-2-fluorophenyl)amino]-7-methoxyquinazolin-6-yl]methyl]pyrrolidine-2-carboxamide,3.58
CC(C)NNC(=O)c1ccncc1,"InChI=1S/C9H13N3O/c1-7(2)11-12-9(13)8-3-5-10-6-4-8/h3-7,11H,1-2H3,(H,12,13)",[C][C][Branch1][C][C][N][N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],n'-propan-2-ylpyridine-4-carbohydrazide,0.33
NC(=O)Nc1sc(cc1C(=O)N)c2ccccc2,"InChI=1S/C12H11N3O2S/c13-10(16)8-6-9(7-4-2-1-3-5-7)18-11(8)15-12(14)17/h1-6H,(H2,13,16)(H3,14,15,17)",[N][C][=Branch1][C][=O][N][C][S][C][=Branch1][#Branch2][=C][C][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],2-(carbamoylamino)-5-phenylthiophene-3-carboxamide,2.42
Nc1ccc(N=Nc2ccccc2)c(N)n1,"InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)",[N][C][=C][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][N][=N][Ring1][#C],"3-phenyldiazenylpyridine-2,6-diamine",3.22
Cc1ccc(cc1)N2NC(=O)c3cccnc23,"InChI=1S/C13H11N3O/c1-9-4-6-10(7-5-9)16-12-11(13(17)15-16)3-2-8-14-12/h2-8H,1H3,(H,15,17)",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1],"1-(4-methylphenyl)-2h-pyrazolo[5,4-b]pyridin-3-one",2.1
COc1ccc(cc1)C(=O)N2CCCC2=O,"InChI=1S/C12H13NO3/c1-16-10-6-4-9(5-7-10)12(15)13-8-2-3-11(13)14/h4-7H,2-3,8H2,1H3",[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][=O],1-(4-methoxybenzoyl)pyrrolidin-2-one,0.93
Clc1cccc2[nH]ncc12,"InChI=1S/C7H5ClN2/c8-6-2-1-3-7-5(6)4-9-10-7/h1-4H,(H,9,10)",[Cl][C][=C][C][=C][C][NH1][N][=C][C][Ring1][=Branch2][=Ring1][Branch1],4-chloro-1h-indazole,2.5
Nc1ccc(Cl)c(c1)c2oc3cccnc3n2,"InChI=1S/C12H8ClN3O/c13-9-4-3-7(14)6-8(9)12-16-11-10(17-12)2-1-5-15-11/h1-6H,14H2",[N][C][=C][C][=C][Branch1][C][Cl][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][O][C][=C][C][=C][N][=C][Ring1][=Branch1][N][=Ring1][=Branch2],"4-chloro-3-([1,3]oxazolo[4,5-b]pyridin-2-yl)aniline",1.97
C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc3ccc(Cl)cc3NC(=O)N,"InChI=1S/C21H24ClFN4O3/c1-14-11-26(12-15-2-5-17(23)6-3-15)8-9-27(14)20(28)13-30-19-7-4-16(22)10-18(19)25-21(24)29/h2-7,10,14H,8-9,11-13H2,1H3,(H3,24,25,29)/t14-/m1/s1",[C][C@@H1][C][N][Branch1][=N][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][C][N][Ring1][=C][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][N],[5-chloro-2-[2-[(2r)-4-[(4-fluorophenyl)methyl]-2-methylpiperazin-1-yl]-2-oxoethoxy]phenyl]urea,1.91
CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)c4ccncc4,"InChI=1S/C27H31N3O/c1-29(27(31)24-12-17-28-18-13-24)25-14-19-30(20-15-25)21-16-26(22-8-4-2-5-9-22)23-10-6-3-7-11-23/h2-13,17-18,25-26H,14-16,19-21H2,1H3",[C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],"n-[1-[3,3-di(phenyl)propyl]piperidin-4-yl]-n-methylpyridine-4-carboxamide",2.8
Cc1ccc(cc1)C(=O)Oc2ccc(cc2OC(=O)c3ccc(C)cc3)C(O)CNC(C)(C)C,"InChI=1S/C28H31NO5/c1-18-6-10-20(11-7-18)26(31)33-24-15-14-22(23(30)17-29-28(3,4)5)16-25(24)34-27(32)21-12-8-19(2)9-13-21/h6-16,23,29-30H,17H2,1-5H3",[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][C][O][C][N][C][Branch1][C][C][Branch1][C][C][C],[5-[2-(tert-butylamino)-1-hydroxyethyl]-2-(4-methylbenzoyl)oxyphenyl] 4-methylbenzoate,3.57
CCCCC(CC)CNC(=O)c1ccc2c(c1)c(Cc3ccc(cc3OC)C(=O)NS(=O)(=O)c4ccccc4C)cn2C,"InChI=1S/C34H41N3O5S/c1-6-8-12-24(7-2)21-35-33(38)26-16-17-30-29(19-26)28(22-37(30)4)18-25-14-15-27(20-31(25)42-5)34(39)36-43(40,41)32-13-10-9-11-23(32)3/h9-11,13-17,19-20,22,24H,6-8,12,18,21H2,1-5H3,(H,35,38)(H,36,39)",[C][C][C][C][C][Branch1][Ring1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch2][Ring2][Ring1][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring2][Ring1][N][C],n-(2-ethylhexyl)-3-[[2-methoxy-4-[(2-methylphenyl)sulfonylcarbamoyl]phenyl]methyl]-1-methylindole-5-carboxamide,3.66
CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,"InChI=1S/C32H40N2O5S2/c1-4-34(32(35)24-25-10-14-29(15-11-25)40(2,36)37)28-18-21-33(22-19-28)23-20-31(26-8-6-5-7-9-26)27-12-16-30(17-13-27)41(3,38)39/h5-17,28,31H,4,18-24H2,1-3H3",[C][C][N][Branch2][Ring2][N][C][C][C][N][Branch2][Ring1][S][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C],n-ethyl-2-(4-methylsulfonylphenyl)-n-[1-[3-(4-methylsulfonylphenyl)-3-phenylpropyl]piperidin-4-yl]acetamide,1.73
COCCOc1nc(N)c2NC(=O)N(Cc3ccccc3)c2n1,"InChI=1S/C15H17N5O3/c1-22-7-8-23-14-18-12(16)11-13(19-14)20(15(21)17-11)9-10-5-3-2-4-6-10/h2-6H,7-9H2,1H3,(H,17,21)(H2,16,18,19)",[C][O][C][C][O][C][=N][C][Branch1][C][N][=C][N][C][=Branch1][C][=O][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Ring1][=N][=N][Ring2][Ring1][C],6-amino-2-(2-methoxyethoxy)-9-(phenylmethyl)-7h-purin-8-one,2.26
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3NC(=O)COc23)cc1,"InChI=1S/C21H26N2O5/c1-21(2,10-13-4-6-15(27-3)7-5-13)22-11-18(25)16-8-14(24)9-17-20(16)28-12-19(26)23-17/h4-9,18,22,24-25H,10-12H2,1-3H3,(H,23,26)/t18-/m0/s1",[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][C][Branch1][C][C][Branch1][C][C][N][C][C@H1][Branch1][C][O][C][=C][C][Branch1][C][O][=C][C][N][C][=Branch1][C][=O][C][O][C][Ring1][N][=Ring1][#Branch1][C][=C][Ring2][Ring1][#Branch2],"6-hydroxy-8-[(1r)-1-hydroxy-2-[[1-(4-methoxyphenyl)-2-methylpropan-2-yl]amino]ethyl]-4h-1,4-benzoxazin-3-one",0.79
CC1=CC(=O)Nc2ccccc12,"InChI=1S/C10H9NO/c1-7-6-10(12)11-9-5-3-2-4-8(7)9/h2-6H,1H3,(H,11,12)",[C][C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],4-methyl-1h-quinolin-2-one,1.9
C[C@H](Cc1cccc(CC(=O)NC23CC4CC(CC(C4)C2)C3)c1)NC[C@H](O)c5ccc(O)c(CO)c5,"InChI=1S/C30H40N2O4/c1-19(31-17-28(35)25-5-6-27(34)26(13-25)18-33)7-20-3-2-4-21(8-20)12-29(36)32-30-14-22-9-23(15-30)11-24(10-22)16-30/h2-6,8,13,19,22-24,28,31,33-35H,7,9-12,14-18H2,1H3,(H,32,36)/t19-,22?,23?,24?,28+,30?/m1/s1",[C][C@H1][Branch2][Ring2][Branch2][C][C][=C][C][=C][C][Branch2][Ring1][O][C][C][=Branch1][C][=O][N][C][C][C][C][C][Branch1][O][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][Ring2][Ring1][Ring2][N][C][C@H1][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][Ring1][C][O][=C][Ring1][=Branch2],n-(1-adamantyl)-2-[3-[(2r)-2-[[(2r)-2-hydroxy-2-[4-hydroxy-3-(hydroxymethyl)phenyl]ethyl]amino]propyl]phenyl]acetamide,2.4
Oc1ccc(cc1)c2ccc(cc2)C3(O)CN4CCC3CC4,"InChI=1S/C19H21NO2/c21-18-7-3-15(4-8-18)14-1-5-16(6-2-14)19(22)13-20-11-9-17(19)10-12-20/h1-8,17,21-22H,9-13H2",[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][N][C][C][C][Ring1][#Branch1][C][C][Ring1][=Branch1],8-[4-(4-hydroxyphenyl)phenyl]-1-azabicyclo[2.2.2]octan-8-ol,0.95
CNC(=O)c1snnc1c2ccccc2,"InChI=1S/C10H9N3OS/c1-11-10(14)9-8(12-13-15-9)7-5-3-2-4-6-7/h2-6H,1H3,(H,11,14)",[C][N][C][=Branch1][C][=O][C][S][N][=N][C][=Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],n-methyl-4-phenylthiadiazole-5-carboxamide,1.23
CC(C)(C)NC(=O)Nc1cccc(CN2NC(=O)C3=C(C2=O)C(=O)c4ccc(Cl)cc4N3)c1,"InChI=1S/C23H22ClN5O4/c1-23(2,3)27-22(33)25-14-6-4-5-12(9-14)11-29-21(32)17-18(20(31)28-29)26-16-10-13(24)7-8-15(16)19(17)30/h4-10H,11H2,1-3H3,(H,26,30)(H,28,31)(H2,25,27,33)",[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring2][C][C][N][N][C][=Branch1][C][=O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][=C][=C][Ring2][Ring1][=Branch2],"1-tert-butyl-3-[3-[(7-chloro-1,4,10-trioxo-3,5-dihydropyridazino[4,5-b]quinolin-2-yl)methyl]phenyl]urea",1.77
CN1CCN(CC1)c2nc(NCCNc3ccc(cc3)[N+](=O)[O-])c4ccccc4n2,"InChI=1S/C21H25N7O2/c1-26-12-14-27(15-13-26)21-24-19-5-3-2-4-18(19)20(25-21)23-11-10-22-16-6-8-17(9-7-16)28(29)30/h2-9,22H,10-15H2,1H3,(H,23,24,25)",[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][Ring2][N][C][C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][#Branch1],"n-[2-(4-methylpiperazin-1-yl)quinazolin-4-yl]-n'-(4-nitrophenyl)ethane-1,2-diamine",2.91
CC(C)CN1C(=O)NC(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CCC4,"InChI=1S/C22H22F3N3O3S/c1-12(2)11-28-20-17(18(29)26-21(28)31)16(19(30)27-8-5-9-27)15(32-20)10-13-6-3-4-7-14(13)22(23,24)25/h3-4,6-7,12H,5,8-11H2,1-2H3,(H,26,29,31)",[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=C][Ring1][Branch2][S][C][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][S][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring2],"5-(azetidine-1-carbonyl)-1-(2-methylpropyl)-6-[[2-(trifluoromethyl)phenyl]methyl]thieno[3,2-e]pyrimidine-2,4-dione",3
O=C(COCc1ccccc1)Nc2ccc3c(c2)C(=O)C(=O)c4ccccc34,"InChI=1S/C23H17NO4/c25-21(14-28-13-15-6-2-1-3-7-15)24-16-10-11-18-17-8-4-5-9-19(17)22(26)23(27)20(18)12-16/h1-12H,13-14H2,(H,24,25)",[O][=C][Branch1][N][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=N][Ring1][=Branch1],"n-(9,10-dioxophenanthren-2-yl)-2-(phenylmethoxy)acetamide",3.21
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,"InChI=1S/C14H21N3O2S/c1-15-20(18,19)10-11-4-5-14-13(8-11)12(9-16-14)6-7-17(2)3/h4-5,8-9,15-16H,6-7,10H2,1-3H3",[C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][NH1][C][=C][Branch1][Branch2][C][C][N][Branch1][C][C][C][C][Ring1][#Branch2][=C][Ring1][=C],1-[3-(2-dimethylaminoethyl)-1h-indol-5-yl]-n-methylmethanesulfonamide,-0.96
CC(C)(CO)Nc1nc(SCc2cccc(F)c2F)nc3nc(N)sc13,"InChI=1S/C16H17F2N5OS2/c1-16(2,7-24)23-13-11-12(20-14(19)26-11)21-15(22-13)25-6-8-4-3-5-9(17)10(8)18/h3-5,24H,6-7H2,1-2H3,(H3,19,20,21,22,23)",[C][C][Branch1][C][C][Branch1][Ring1][C][O][N][C][=N][C][Branch1][#C][S][C][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][F][=N][C][N][=C][Branch1][C][N][S][C][Ring2][Ring1][Ring2][=Ring1][=Branch1],"2-[[2-amino-5-[(2,3-difluorophenyl)methylsulfanyl]-[1,3]thiazolo[5,4-e]pyrimidin-7-yl]amino]-2-methylpropan-1-ol",3.37
Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,"InChI=1S/C15H10O4/c16-10-6-11(17)15-12(18)8-13(19-14(15)7-10)9-4-2-1-3-5-9/h1-8,16-17H",[O][C][=C][C][Branch1][C][O][=C][C][=Branch1][C][=O][C][=C][Branch1][Branch2][O][C][Ring1][#Branch1][=C][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],"5,7-dihydroxy-2-phenylchromen-4-one",3.83
O=C(Nc1ccccn1)c2ccccc2,"InChI=1S/C12H10N2O/c15-12(10-6-2-1-3-7-10)14-11-8-4-5-9-13-11/h1-9H,(H,13,14,15)",[O][=C][Branch1][#Branch2][N][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],n-pyridin-2-ylbenzamide,2.2
ON1C(=O)N(CC2COc3ccccc3O2)c4ccsc4C1=O,"InChI=1S/C15H12N2O5S/c18-14-13-10(5-6-23-13)16(15(19)17(14)20)7-9-8-21-11-3-1-2-4-12(11)22-9/h1-6,9,20H,7-8H2",[O][N][C][=Branch1][C][=O][N][Branch1][S][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2][C][C][=C][S][C][=Ring1][Branch1][C][Ring2][Ring1][Branch1][=O],"1-(2,3-dihydro-1,4-benzodioxin-2-ylmethyl)-3-hydroxythieno[2,3-e]pyrimidine-2,4-dione",1.44
S(c1ccccc1)c2ccc3ccccc3n2,InChI=1S/C15H11NS/c1-2-7-13(8-3-1)17-15-11-10-12-6-4-5-9-14(12)16-15/h1-11H,[S][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],2-phenylsulfanylquinoline,3.92
COCCOCCOc1ccc(cc1)c2cc(C(=O)N)c(NC(=O)N)s2,"InChI=1S/C17H21N3O5S/c1-23-6-7-24-8-9-25-12-4-2-11(3-5-12)14-10-13(15(18)21)16(26-14)20-17(19)22/h2-5,10H,6-9H2,1H3,(H2,18,21)(H3,19,20,22)",[C][O][C][C][O][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][#Branch1][N][C][=Branch1][C][=O][N][S][Ring1][N],2-(carbamoylamino)-5-[4-[2-(2-methoxyethoxy)ethoxy]phenyl]thiophene-3-carboxamide,2.21
CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,"InChI=1S/C12H13ClN4/c1-2-9-10(11(14)17-12(15)16-9)7-3-5-8(13)6-4-7/h3-6H,2H2,1H3,(H4,14,15,16,17)",[C][C][C][=N][C][Branch1][C][N][=N][C][Branch1][C][N][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],"5-(4-chlorophenyl)-6-ethylpyrimidine-2,4-diamine",2.31
C[C@@H](C(=O)NCCN1CCCC1)c2ccc(OS(=O)(=O)C(F)(F)F)cc2,"InChI=1S/C16H21F3N2O4S/c1-12(15(22)20-8-11-21-9-2-3-10-21)13-4-6-14(7-5-13)25-26(23,24)16(17,18)19/h4-7,12H,2-3,8-11H2,1H3,(H,20,22)/t12-/m1/s1",[C][C@@H1][Branch1][#C][C][=Branch1][C][=O][N][C][C][N][C][C][C][C][Ring1][Branch1][C][=C][C][=C][Branch1][P][O][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][=C],[4-[(2r)-1-oxo-1-(2-pyrrolidin-1-ylethylamino)propan-2-yl]phenyl] trifluoromethanesulfonate,1.64
Nc1ccc(OCCc2ccccc2)cc1,"InChI=1S/C14H15NO/c15-13-6-8-14(9-7-13)16-11-10-12-4-2-1-3-5-12/h1-9H,10-11,15H2",[N][C][=C][C][=C][Branch1][N][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C],4-(2-phenylethoxy)aniline,2.71
Fc1cnc(NC(=O)C(CC2CCOCC2)c3ccc(cc3)S(=O)(=O)C4CC4)s1,"InChI=1S/C20H23FN2O4S2/c21-18-12-22-20(28-18)23-19(24)17(11-13-7-9-27-10-8-13)14-1-3-15(4-2-14)29(25,26)16-5-6-16/h1-4,12-13,16-17H,5-11H2,(H,22,23,24)",[F][C][=C][N][=C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][Ring1][Ring1][S][Ring2][Ring1][N],"2-(4-cyclopropylsulfonylphenyl)-n-(5-fluoro-1,3-thiazol-2-yl)-3-(oxan-4-yl)propanamide",3.3
CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)C(=O)NC4CCN(C)CC4)ncc2F,"InChI=1S/C24H30FN7O/c1-15(2)32-16(3)26-14-21(32)22-20(25)13-27-24(30-22)29-18-7-5-17(6-8-18)23(33)28-19-9-11-31(4)12-10-19/h5-8,13-15,19H,9-12H2,1-4H3,(H,28,33)(H,27,29,30)",[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][N][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=N][C][=C][Ring2][Ring1][#Branch1][F],4-[[5-fluoro-4-(2-methyl-3-propan-2-ylimidazol-4-yl)pyrimidin-2-yl]amino]-n-(1-methylpiperidin-4-yl)benzamide,2.13
Oc1ccc2OC(=CC(=O)c2c1)c3ccccc3,"InChI=1S/C15H10O3/c16-11-6-7-14-12(8-11)13(17)9-15(18-14)10-4-2-1-3-5-10/h1-9,16H",[O][C][=C][C][=C][O][C][=Branch1][N][=C][C][=Branch1][C][=O][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],6-hydroxy-2-phenylchromen-4-one,3.6
CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)NC(=O)OCC(F)(F)F)C(=O)C(F)(F)F,"InChI=1S/C19H18F6N4O5S/c1-9(2)13(14(31)19(23,24)25)28-12(30)7-29-15(11-4-3-5-35-11)26-6-10(16(29)32)27-17(33)34-8-18(20,21)22/h3-6,9,13H,7-8H2,1-2H3,(H,27,33)(H,28,30)",[C][C][Branch1][C][C][C][Branch2][Ring2][#Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=N][=C][N][=C][Ring1][#Branch1][C][=C][C][=C][S][Ring1][Branch1][N][C][=Branch1][C][=O][O][C][C][Branch1][C][F][Branch1][C][F][F][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],"2,2,2-trifluoroethyl n-[6-oxo-1-[2-oxo-2-[(1,1,1-trifluoro-4-methyl-2-oxopentan-3-yl)amino]ethyl]-2-thiophen-2-ylpyrimidin-5-yl]carbamate",2.32
NS(=O)(=O)c1ccc(Nc2nccc(n2)c3ccccc3)cc1,"InChI=1S/C16H14N4O2S/c17-23(21,22)14-8-6-13(7-9-14)19-16-18-11-10-15(20-16)12-4-2-1-3-5-12/h1-11H,(H2,17,21,22)(H,18,19,20)",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Ring2][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1],4-[(4-phenylpyrimidin-2-yl)amino]benzenesulfonamide,2.86
