doi,Electrical resistivity (Ωcm),Seebeck coefficient (μCV/K),ZT (thermoelectric figure of merit) ,formula,synthesis,form,temperature,Thermal conductivity (W/mK),Average atomic mass (g/mol),Scarcity (wt fraction/abundance),HHIP (Herfindahl?Hirschman Index for elemental production),HHIR (Herfindahl?Hirschman Index for elemental reserves),Unit cell volume (Å³),Average atomic volume (Å³),Atoms per unit cell,Electrical conductivity (Ω⁻¹ cm⁻¹),Power Factor (W/(K²m)),S² (μV/K)²,Electronic fraction of thermal conductivity (ϰₑ/ϰ)
10.1016/j.jallcom.2008.02.041,0.00276,-255,1.65,Ti1Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,4.552,75.09,236400,1861,1579,208.21,17.351,12,362,0.00236,65100,0.136
10.1016/j.jallcom.2008.02.041,0.00128,-211,2.45,Ti0.99Nb0.01Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,4.818,75.24,236100,1890,1609,208.21,17.351,12,784,0.0035,44600,0.278
10.1016/j.jallcom.2008.02.041,0.000908,-189,2.74,Ti0.98Nb0.02Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,5.085,75.39,235900,1918,1638,208.21,17.351,12,1100,0.00392,35500,0.37
10.1016/j.jallcom.2008.02.041,0.000567,-146,2.64,Ti0.95Nb0.05Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,5.252,75.84,235200,2004,1726,208.21,17.351,12,1760,0.00377,21300,0.574
10.1016/j.jallcom.2008.02.041,0.0028,-285,2.03,Zr1Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,5.985,89.54,200100,2519,1929,226.87,18.906,12,357,0.0029,81000,0.102
10.1016/j.jallcom.2008.02.041,0.00135,-228,2.71,Zr0.99Nb0.01Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,6.052,89.55,200200,2537,1950,226.87,18.906,12,741,0.00387,52200,0.209
10.1016/j.jallcom.2008.02.041,0.000874,-194,3,Zr0.98Nb0.02Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,6.452,89.55,200400,2554,1972,226.87,18.906,12,1140,0.00429,37500,0.303
10.1016/j.jallcom.2008.02.041,0.000474,-129,2.47,Zr0.95Nb0.05Ni1Sn1,"arc-melted, vacuum",polycrystalline,700,6.668,89.57,200900,2608,2036,226.87,18.906,12,2110,0.00353,16700,0.541
10.1016/j.jallcom.2008.02.041,0.00163,-160,1.57,Ti1Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,6.442,75.09,236400,1861,1579,208.21,17.351,12,615,0.00157,25500,0.233
10.1016/j.jallcom.2008.02.041,0.00114,-173,2.61,Ti0.99Nb0.01Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,6.292,75.24,236100,1890,1609,208.21,17.351,12,875,0.00261,29800,0.339
10.1016/j.jallcom.2008.02.041,0.00096,-174,3.16,Ti0.98Nb0.02Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,5.975,75.39,235900,1918,1638,208.21,17.351,12,1040,0.00316,30400,0.425
10.1016/j.jallcom.2008.02.041,0.000726,-143,2.8,Ti0.95Nb0.05Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,5.492,75.84,235200,2004,1726,208.21,17.351,12,1380,0.0028,20300,0.612
10.1016/j.jallcom.2008.02.041,0.00159,-213,2.85,Zr1Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,6.642,89.54,200100,2519,1929,226.87,18.906,12,629,0.00285,45300,0.231
10.1016/j.jallcom.2008.02.041,0.00121,-211,3.66,Zr0.99Nb0.01Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,6.062,89.55,200200,2537,1950,226.87,18.906,12,823,0.00366,44400,0.331
10.1016/j.jallcom.2008.02.041,0.000952,-196,4.05,Zr0.98Nb0.02Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,6.208,89.55,200400,2554,1972,226.87,18.906,12,1050,0.00405,38500,0.413
10.1016/j.jallcom.2008.02.041,0.000587,-151,3.87,Zr0.95Nb0.05Ni1Sn1,"arc-melted, vacuum",polycrystalline,1000,6.242,89.57,200900,2608,2036,226.87,18.906,12,1700,0.00387,22700,0.667
10.1016/j.jallcom.2009.08.012,5.008,-572,0.00196,Ca1Mn1O3,Solid state reaction,polycrystalline,300,,28.6,398,1861,1276,206.97,10.348,20,0.2,6.53E-06,327000,
10.1016/j.jallcom.2009.08.012,0.02,-100,0.01,Ca0.98Bi0.02Mn0.98Nb0.02O3,Solid state reaction,polycrystalline,300,2.513,29.43,1672000,2034,1500,206.97,10.348,20,49.2,4.92E-05,10000,0.014
10.1016/j.jallcom.2009.08.012,0.00886,-91,0.03,Ca0.96Bi0.04Mn0.96Nb0.04O3,Solid state reaction,polycrystalline,300,2.268,30.26,3252000,2198,1711,206.97,10.348,20,113,9.38E-05,8310,0.036
10.1016/j.jallcom.2009.08.012,0.00733,-72,0.02,Ca0.9Bi0.1Mn0.9Nb0.1O3,Solid state reaction,polycrystalline,300,,32.74,7513000,2638,2282,206.97,10.348,20,137,7.12E-05,5220,
10.1016/j.jallcom.2009.08.012,2.925,-549,0.00412,Ca1Mn1O3,Solid state reaction,polycrystalline,400,3.306,28.6,398,1861,1276,206.97,10.348,20,0.342,1.03E-05,302000,0.000101
10.1016/j.jallcom.2009.08.012,0.022,-119,0.03,Ca0.98Bi0.02Mn0.98Nb0.02O3,Solid state reaction,polycrystalline,400,2.275,29.43,1672000,2034,1500,206.97,10.348,20,46.4,6.60E-05,14200,0.02
10.1016/j.jallcom.2009.08.012,0.00982,-114,0.05,Ca0.96Bi0.04Mn0.96Nb0.04O3,Solid state reaction,polycrystalline,400,2.16,30.26,3252000,2198,1711,206.97,10.348,20,102,0.000133,13000,0.046
10.1016/j.jallcom.2009.08.012,0.00726,-72,0.03,Ca0.9Bi0.1Mn0.9Nb0.1O3,Solid state reaction,polycrystalline,400,,32.74,7513000,2638,2282,206.97,10.348,20,138,7.23E-05,5250,
10.1016/j.jallcom.2009.08.012,0.643,-477,0.02,Ca1Mn1O3,Solid state reaction,polycrystalline,700,2.047,28.6,398,1861,1276,206.97,10.348,20,1.555,3.54E-05,228000,0.0013
10.1016/j.jallcom.2009.08.012,0.026,-184,0.09,Ca0.98Bi0.02Mn0.98Nb0.02O3,Solid state reaction,polycrystalline,700,1.878,29.43,1672000,2034,1500,206.97,10.348,20,38.6,0.000131,34000,0.035
10.1016/j.jallcom.2009.08.012,0.013,-164,0.15,Ca0.96Bi0.04Mn0.96Nb0.04O3,Solid state reaction,polycrystalline,700,1.878,30.26,3252000,2198,1711,206.97,10.348,20,80,0.000215,26900,0.073
10.1016/j.jallcom.2009.08.012,0.00763,-81,0.06,Ca0.9Bi0.1Mn0.9Nb0.1O3,Solid state reaction,polycrystalline,700,,32.74,7513000,2638,2282,206.97,10.348,20,131,8.52E-05,6500,
10.1016/j.jallcom.2009.08.012,0.111,-407,0.15,Ca1Mn1O3,Solid state reaction,polycrystalline,1000,1.679,28.6,398,1861,1276,206.97,10.348,20,9.044,0.00015,165000,0.013
10.1016/j.jallcom.2009.08.012,0.027,-205,0.16,Ca0.98Bi0.02Mn0.98Nb0.02O3,Solid state reaction,polycrystalline,1000,1.736,29.43,1672000,2034,1500,206.97,10.348,20,37.5,0.000158,42100,0.053
10.1016/j.jallcom.2009.08.012,0.015,-172,0.2,Ca0.9Bi0.1Mn0.9Nb0.1O3,Solid state reaction,polycrystalline,1000,1.687,32.74,7513000,2638,2282,206.97,10.348,20,68.7,0.000204,29700,0.099
10.1016/j.jallcom.2009.08.012,0.0083,-93,0.1,Ca0.9Bi0.1Mn0.9Nb0.1O3,Solid state reaction,polycrystalline,1000,,32.74,7513000,2638,2282,206.97,10.348,20,120,0.000103,8590,
10.1016/j.jallcom.2010.06.195,5.017,-40,9.35E-06,Sr1Nb0.15Ti0.85O3,"solid state reaction, Ar",polycrystalline,300,5.88,38.05,5257,2915,2484,60.64,12.128,5,0.199,3.12E-08,1560,2.48E-05
10.1016/j.jallcom.2010.06.195,0.375,-48,0.000241,Sr1Nb0.15Ti0.85O3,"solid state reaction, Ar",polycrystalline,400,4.696,38.05,5257,2915,2484,60.64,12.128,5,2.663,6.02E-07,2260,0.000554
10.1016/j.jallcom.2010.06.195,0.055,-100,0.01,Sr1Nb0.15Ti0.85O3,"solid state reaction, Ar",polycrystalline,700,3.49,38.05,5257,2915,2484,60.64,12.128,5,18.1,1.81E-05,10000,0.00887
10.1016/j.jallcom.2010.06.195,0.024,-177,0.13,Sr1Nb0.15Ti0.85O3,"solid state reaction, Ar",polycrystalline,1000,3.078,38.05,5257,2915,2484,60.64,12.128,5,40.9,0.000128,31200,0.032
10.1016/j.jcrysgro.2006.10.270,0.00122,-178,0.78,Mg2Si1,"Bridgman method, Ar-H gas",polycrystalline,300,7.25,25.57,27.34,5057,683.1,258.55,21.546,12,821,0.0026,31700,0.083
10.1016/j.jcrysgro.2006.10.270,0.00173,-205,0.97,Mg2Si1,"Bridgman method, Ar-H gas",polycrystalline,400,6.15,25.57,27.34,5057,683.1,258.55,21.546,12,578,0.00243,42000,0.092
10.1016/j.jcrysgro.2006.10.270,0.00412,-283,1.36,Mg2Si1,"Bridgman method, Ar-H gas",polycrystalline,700,3.05,25.57,27.34,5057,683.1,258.55,21.546,12,242,0.00194,79900,0.136
10.1016/j.jeurceramsoc.2006.04.012,0.085,-160,0.02,Zn1O1,"solid state reaction, air",polycrystalline,700,,40.69,10780,1363,1621,47.62,11.905,4,11.8,3.01E-05,25600,
10.1016/j.jeurceramsoc.2006.04.012,0.068,-134,0.02,Zn0.98Al0.02O1,"solid state reaction, air",polycrystalline,700,,40.31,10670,1361,1612,47.62,11.905,4,14.7,2.62E-05,17900,
10.1016/j.jeurceramsoc.2006.04.012,0.05,-125,0.02,Zn0.97Al0.03O1,"solid state reaction, air",polycrystalline,700,,40.11,10610,1360,1608,47.62,11.905,4,20.1,3.14E-05,15600,
10.1016/j.jeurceramsoc.2006.04.012,0.047,-113,0.02,Zn0.95Al0.05O1,"solid state reaction, air",polycrystalline,700,,39.73,10490,1358,1599,47.62,11.905,4,21.4,2.71E-05,12700,
10.1016/j.jeurceramsoc.2006.04.012,0.034,-171,0.06,Zn0.97Al0.025Ti0.005O1,"solid state reaction, air",polycrystalline,700,,40.17,10600,1359,1609,47.62,11.905,4,29.6,8.62E-05,29200,
10.1016/j.jeurceramsoc.2006.04.012,0.029,-148,0.05,Zn0.97Al0.02Ti0.01O1,"solid state reaction, air",polycrystalline,700,,40.22,10580,1358,1609,47.62,11.905,4,34,7.45E-05,21900,
10.1016/j.jeurceramsoc.2006.04.012,0.026,-143,0.06,Zn0.97Al0.015Ti0.015O1,"solid state reaction, air",polycrystalline,700,,40.27,10570,1357,1610,47.62,11.905,4,38.5,7.88E-05,20500,
10.1016/j.jeurceramsoc.2006.04.012,0.024,-139,0.06,Zn0.97Al0.01Ti0.02O1,"solid state reaction, air",polycrystalline,700,,40.32,10560,1356,1611,47.62,11.905,4,42.5,8.22E-05,19300,
10.1016/j.jeurceramsoc.2006.04.012,0.061,-191,0.06,Zn1O1,"solid state reaction, air",polycrystalline,1000,,40.69,10780,1363,1621,47.62,11.905,4,16.5,6.02E-05,36500,
10.1016/j.jeurceramsoc.2006.04.012,0.025,-182,0.13,Zn0.98Al0.02O1,"solid state reaction, air",polycrystalline,1000,,40.31,10670,1361,1612,47.62,11.905,4,39.3,0.00013,33100,
10.1016/j.jeurceramsoc.2006.04.012,0.019,-174,0.16,Zn0.97Al0.03O1,"solid state reaction, air",polycrystalline,1000,,40.11,10610,1360,1608,47.62,11.905,4,51.6,0.000155,30100,
10.1016/j.jeurceramsoc.2006.04.012,0.018,-164,0.15,Zn0.95Al0.05O1,"solid state reaction, air",polycrystalline,1000,,39.73,10490,1358,1599,47.62,11.905,4,54.6,0.000148,27000,
10.1016/j.jeurceramsoc.2006.04.012,0.017,-217,0.27,Zn0.97Al0.025Ti0.005O1,"solid state reaction, air",polycrystalline,1000,,40.17,10600,1359,1609,47.62,11.905,4,57.5,0.000271,47200,
10.1016/j.jeurceramsoc.2006.04.012,0.016,-212,0.28,Zn0.97Al0.02Ti0.01O1,"solid state reaction, air",polycrystalline,1000,,40.22,10580,1358,1609,47.62,11.905,4,62.9,0.000283,45100,
10.1016/j.jeurceramsoc.2006.04.012,0.014,-205,0.29,Zn0.97Al0.015Ti0.015O1,"solid state reaction, air",polycrystalline,1000,,40.27,10570,1357,1610,47.62,11.905,4,69.2,0.000292,42200,
10.1016/j.jeurceramsoc.2006.04.012,0.013,-195,0.29,Zn0.97Al0.01Ti0.02O1,"solid state reaction, air",polycrystalline,1000,,40.32,10560,1356,1611,47.62,11.905,4,75.5,0.000287,38100,
10.1016/j.jpcs.2004.01.010,0.000161,-81,1.23,Bi92Sb8,"melted, vacuum",polcrystalline,300,,202,56230000,5422,5869,195.59,32.598,6,6220,0.00411,6620,
10.1016/j.jpcs.2004.01.010,0.000182,-81,1.07,Bi90Sb10,"melted, vacuum",polcrystalline,300,,200.26,55550000,5455,5836,195.59,32.598,6,5490,0.00358,6520,
10.1016/j.jpcs.2004.01.010,0.000172,-85,1.27,Bi88Sb12,"melted, vacuum",polcrystalline,300,,198.51,54860000,5488,5804,195.59,32.598,6,5810,0.00423,7270,
10.1016/j.jpcs.2004.01.010,0.000256,-81,0.77,Bi86Sb14,"melted, vacuum",polcrystalline,300,,196.77,54160000,5522,5770,195.59,32.598,6,3900,0.00258,6620,
10.1016/j.jpcs.2004.01.010,0.00026,-75,0.65,Bi83Sb17,"melted, vacuum",polcrystalline,300,,194.15,53090000,5574,5719,195.59,32.598,6,3850,0.00218,5660,
10.1016/j.jpcs.2004.01.010,0.000155,-69,1.24,Bi92Sb8,"melted, vacuum",polcrystalline,400,,202,56230000,5422,5869,195.59,32.598,6,6430,0.00309,4800,
10.1016/j.jpcs.2004.01.010,0.000181,-69,1.04,Bi90Sb10,"melted, vacuum",polcrystalline,400,,200.26,55550000,5455,5836,195.59,32.598,6,5530,0.0026,4690,
10.1016/j.jpcs.2004.01.010,0.000168,-73,1.26,Bi88Sb12,"melted, vacuum",polcrystalline,400,,198.51,54860000,5488,5804,195.59,32.598,6,5960,0.00316,5310,
10.1016/j.jpcs.2004.01.010,0.000293,-69,0.65,Bi86Sb14,"melted, vacuum",polcrystalline,400,,196.77,54160000,5522,5770,195.59,32.598,6,3420,0.00163,4780,
10.1016/j.jpcs.2004.01.010,0.000285,-62,0.53,Bi83Sb17,"melted, vacuum",polcrystalline,400,,194.15,53090000,5574,5719,195.59,32.598,6,3510,0.00133,3790,
10.1016/j.jssc.2008.08.078,7.718,-390,0.000591,La1Co1O3,solid state reaction,polycrystalline,300,1.879,49.17,24200,6184,2502,222.73,11.136,20,0.13,1.97E-06,152000,5.05E-05
10.1016/j.jssc.2008.08.078,0.157,395,0.03,La0.99Sr0.01Co1O3,solid state reaction,polycrystalline,300,1.807,49.06,24100,6158,2500,222.73,11.136,20,6.368,9.94E-05,156000,0.00258
10.1016/j.jssc.2008.08.078,0.069,330,0.05,La0.98Sr0.02Co1O3,solid state reaction,polycrystalline,300,1.8,48.96,24010,6132,2499,222.73,11.136,20,14.5,0.000157,109000,0.00588
10.1016/j.jssc.2008.08.078,0.016,215,0.09,La0.95Sr0.05Co1O3,solid state reaction,polycrystalline,300,1.8,48.65,23720,6053,2493,222.95,11.147,20,62.7,0.000289,46100,0.025
10.1016/j.jssc.2008.08.078,0.000468,21,0.03,La0.8Sr0.2Co1O3,solid state reaction,polycrystalline,300,3.696,47.12,22220,5646,2465,224.2,11.21,20,2140,9.72E-05,455,0.423
10.1016/j.jssc.2008.08.078,0.384,140,0.00205,La1Co1O3,solid state reaction,polycrystalline,400,,49.17,24200,6184,2502,222.73,11.136,20,2.605,5.13E-06,19700,
10.1016/j.jssc.2008.08.078,0.074,304,0.05,La0.99Sr0.01Co1O3,solid state reaction,polycrystalline,400,,49.06,24100,6158,2500,222.73,11.136,20,13.5,0.000125,92400,
10.1016/j.jssc.2008.08.078,0.034,244,0.07,La0.98Sr0.02Co1O3,solid state reaction,polycrystalline,400,,48.96,24010,6132,2499,222.73,11.136,20,29.6,0.000175,59300,
10.1016/j.jssc.2008.08.078,0.00728,129,0.09,La0.95Sr0.05Co1O3,solid state reaction,polycrystalline,400,,48.65,23720,6053,2493,222.95,11.147,20,137,0.000229,16600,
10.1016/j.jssc.2008.08.078,0.000447,18,0.03,La0.8Sr0.2Co1O3,solid state reaction,polycrystalline,400,,47.12,22220,5646,2465,224.2,11.21,20,2240,6.93E-05,310,
10.1016/j.jssc.2008.08.078,0.00136,29,0.04,La1Co1O3,solid state reaction,polycrystalline,700,,49.17,24200,6184,2502,222.73,11.136,20,736,6.09E-05,827,
10.1016/j.jssc.2008.08.078,0.00123,32,0.06,La0.99Sr0.01Co1O3,solid state reaction,polycrystalline,700,,49.06,24100,6158,2500,222.73,11.136,20,813,8.57E-05,1050,
10.1016/j.jssc.2008.08.078,0.0011,29,0.05,La0.98Sr0.02Co1O3,solid state reaction,polycrystalline,700,,48.96,24010,6132,2499,222.73,11.136,20,912,7.54E-05,827,
10.1016/j.jssc.2008.08.078,0.00095,25,0.05,La0.95Sr0.05Co1O3,solid state reaction,polycrystalline,700,,48.65,23720,6053,2493,222.95,11.147,20,1050,6.60E-05,627,
10.1016/j.jssc.2008.08.078,0.000499,10,0.01,La0.8Sr0.2Co1O3,solid state reaction,polycrystalline,700,,47.12,22220,5646,2465,224.2,11.21,20,2000,2.07E-05,103,
10.1016/j.jssc.2008.08.078,0.000984,16,0.03,La1Co1O3,solid state reaction,polycrystalline,1000,,49.17,24200,6184,2502,222.73,11.136,20,1020,2.50E-05,246,
10.1016/j.jssc.2008.08.078,0.000951,19,0.04,La0.99Sr0.01Co1O3,solid state reaction,polycrystalline,1000,,49.06,24100,6158,2500,222.73,11.136,20,1050,3.62E-05,344,
10.1016/j.jssc.2008.08.078,0.000916,18,0.03,La0.98Sr0.02Co1O3,solid state reaction,polycrystalline,1000,,48.96,24010,6132,2499,222.73,11.136,20,1090,3.38E-05,310,
10.1016/j.jssc.2008.08.078,0.000832,15,0.03,La0.95Sr0.05Co1O3,solid state reaction,polycrystalline,1000,,48.65,23720,6053,2493,222.95,11.147,20,1200,2.63E-05,219,
10.1016/j.jssc.2008.08.078,0.000597,6,0.0051,La0.8Sr0.2Co1O3,solid state reaction,polycrystalline,1000,,47.12,22220,5646,2465,224.2,11.21,20,1670,5.10E-06,30.5,
10.1016/j.jssc.2011.02.027,0.000588,-27,0.04,Ba7Sr1Al16Si30,"flux (Al), dynamic vacuum",polycrystalline,300,2.31,43.02,1088,3387,1633,1193,21.691,55,1700,0.00012,703,0.539
10.1016/j.jssc.2011.02.027,0.00066,-34,0.07,Ba7Sr1Al16Si30,"flux (Al), dynamic vacuum",polycrystalline,400,2.33,43.02,1088,3387,1633,1193,21.691,55,1510,0.000172,1140,0.634
10.1016/j.jssc.2011.02.027,0.000878,-53,0.23,Ba7Sr1Al16Si30,"flux (Al), dynamic vacuum",polycrystalline,700,2.46,43.02,1088,3387,1633,1193,21.691,55,1140,0.000322,2830,0.791
10.1016/j.jssc.2011.02.027,0.00112,-79,0.56,Ba7Sr1Al16Si30,"flux (Al), dynamic vacuum",polycrystalline,1000,2.57,43.02,1088,3387,1633,1193,21.691,55,895,0.000559,6250,0.85
10.1016/j.progsolidstchem.2007.01.027,0.026,-81,0.00756,Sr1Mn0.98Mo0.02O3,"solid state reaction, air",polycrystalline,300,,38.28,10260,2511,2055,234.85,11.742,20,38.8,2.52E-05,6490,
10.1016/j.progsolidstchem.2007.01.027,0.015,-110,0.02,Sr1Mn0.96Mo0.04O3,"solid state reaction, air",polycrystalline,300,,38.44,18890,2515,2089,234.85,11.742,20,64.9,7.90E-05,12200,
10.1016/j.progsolidstchem.2007.01.027,0.026,-74,0.00837,Sr1Mn0.98Mo0.02O3,"solid state reaction, air",polycrystalline,400,,38.28,10260,2511,2055,234.85,11.742,20,38.4,2.09E-05,5450,
10.1016/j.progsolidstchem.2007.01.027,0.015,-105,0.03,Sr1Mn0.96Mo0.04O3,"solid state reaction, air",polycrystalline,400,,38.44,18890,2515,2089,234.85,11.742,20,65.9,7.27E-05,11000,
10.1016/j.progsolidstchem.2007.01.027,0.034,-58,0.0071,Sr1Mn0.98Mo0.02O3,"solid state reaction, air",polycrystalline,700,,38.28,10260,2511,2055,234.85,11.742,20,29.8,1.01E-05,3400,
10.1016/j.progsolidstchem.2007.01.027,0.017,-89,0.03,Sr1Mn0.96Mo0.04O3,"solid state reaction, air",polycrystalline,700,,38.44,18890,2515,2089,234.85,11.742,20,57.5,4.51E-05,7850,
10.1016/j.progsolidstchem.2007.01.027,0.036,-40,0.00454,Sr1Mn0.98Mo0.02O3,"solid state reaction, air",polycrystalline,1000,,38.28,10260,2511,2055,234.85,11.742,20,28.1,4.54E-06,1610,
10.1016/j.progsolidstchem.2007.01.027,0.023,-74,0.02,Sr1Mn0.96Mo0.04O3,"solid state reaction, air",polycrystalline,1000,,38.44,18890,2515,2089,234.85,11.742,20,43.6,2.41E-05,5530,
10.1016/j.ssc.2007.12.033,0.014,-156,0.05,In2O3,solid state reaction,polycrystalline,300,9.67,55.53,4035000,2843,1741,1035.51,12.944,80,74,0.00018,24400,0.0056
10.1016/j.ssc.2007.12.033,0.00211,-89,0.11,In1.998Ge0.002O3,solid state reaction,polycrystalline,300,9.156,55.51,4032000,2844,1741,1035.51,12.944,80,475,0.000373,7840,0.038
10.1016/j.ssc.2007.12.033,0.000837,-50,0.09,In1.994Ge0.006O3,solid state reaction,polycrystalline,300,9.715,55.48,4027000,2846,1740,1035.51,12.944,80,1200,0.000304,2550,0.09
10.1016/j.ssc.2007.12.033,0.000723,-47,0.09,In1.985Ge0.015O3,solid state reaction,polycrystalline,300,9.419,55.4,4016000,2850,1740,1035.51,12.944,80,1380,0.000302,2190,0.107
10.1016/j.ssc.2007.12.033,0.000896,-51,0.09,In1.94Ge0.06O3,solid state reaction,polycrystalline,300,8.868,55.02,3961000,2869,1737,1035.51,12.944,80,1120,0.000288,2580,0.092
10.1016/j.ssc.2007.12.033,0.00132,-53,0.06,In1.9Ge0.1O3,solid state reaction,polycrystalline,300,6.847,54.68,3910000,2887,1734,1035.51,12.944,80,757,0.000215,2840,0.081
10.1016/j.ssc.2007.12.033,0.00287,-52,0.03,In1.8Ge0.2O3,solid state reaction,polycrystalline,300,3.238,53.84,3782000,2932,1727,1035.51,12.944,80,348,9.53E-05,2740,0.079
10.1016/j.ssc.2007.12.033,0.015,-173,0.08,In2O3,solid state reaction,polycrystalline,400,6.773,55.53,4035000,2843,1741,1035.51,12.944,80,66.9,0.0002,29800,0.00964
10.1016/j.ssc.2007.12.033,0.00235,-106,0.19,In1.998Ge0.002O3,solid state reaction,polycrystalline,400,6.853,55.51,4032000,2844,1741,1035.51,12.944,80,426,0.000477,11200,0.061
10.1016/j.ssc.2007.12.033,0.000942,-62,0.17,In1.994Ge0.006O3,solid state reaction,polycrystalline,400,7.207,55.48,4027000,2846,1740,1035.51,12.944,80,1060,0.000414,3900,0.144
10.1016/j.ssc.2007.12.033,0.000818,-57,0.16,In1.985Ge0.015O3,solid state reaction,polycrystalline,400,7.048,55.4,4016000,2850,1740,1035.51,12.944,80,1220,0.000392,3200,0.169
10.1016/j.ssc.2007.12.033,0.000995,-61,0.15,In1.94Ge0.06O3,solid state reaction,polycrystalline,400,6.604,55.02,3961000,2869,1737,1035.51,12.944,80,1000,0.000369,3670,0.148
10.1016/j.ssc.2007.12.033,0.00143,-66,0.12,In1.9Ge0.1O3,solid state reaction,polycrystalline,400,5.091,54.68,3910000,2887,1734,1035.51,12.944,80,697,0.0003,4300,0.134
10.1016/j.ssc.2007.12.033,0.0028,-64,0.06,In1.8Ge0.2O3,solid state reaction,polycrystalline,400,2.611,53.84,3782000,2932,1727,1035.51,12.944,80,358,0.000147,4100,0.134
10.1016/j.ssc.2007.12.033,0.019,-202,0.15,In2O3,solid state reaction,polycrystalline,700,3.866,55.53,4035000,2843,1741,1035.51,12.944,80,51.3,0.00021,40900,0.023
10.1016/j.ssc.2007.12.033,0.00337,-146,0.44,In1.998Ge0.002O3,solid state reaction,polycrystalline,700,3.923,55.51,4032000,2844,1741,1035.51,12.944,80,297,0.000634,21400,0.129
10.1016/j.ssc.2007.12.033,0.00129,-94,0.48,In1.994Ge0.006O3,solid state reaction,polycrystalline,700,4.584,55.48,4027000,2846,1740,1035.51,12.944,80,774,0.000686,8860,0.288
10.1016/j.ssc.2007.12.033,0.00113,-83,0.43,In1.985Ge0.015O3,solid state reaction,polycrystalline,700,4.619,55.4,4016000,2850,1740,1035.51,12.944,80,884,0.000613,6940,0.327
10.1016/j.ssc.2007.12.033,0.0014,-89,0.39,In1.94Ge0.06O3,solid state reaction,polycrystalline,700,3.9,55.02,3961000,2869,1737,1035.51,12.944,80,716,0.000562,7840,0.314
10.1016/j.ssc.2007.12.033,0.00173,-93,0.35,In1.9Ge0.1O3,solid state reaction,polycrystalline,700,3.244,54.68,3910000,2887,1734,1035.51,12.944,80,578,0.000502,8690,0.304
10.1016/j.ssc.2007.12.033,0.00244,-86,0.21,In1.8Ge0.2O3,solid state reaction,polycrystalline,700,1.836,53.84,3782000,2932,1727,1035.51,12.944,80,410,0.000306,7460,0.382
10.1016/j.ssc.2007.12.033,0.023,-223,0.22,In2O3,solid state reaction,polycrystalline,1000,2.976,55.53,4035000,2843,1741,1035.51,12.944,80,43.5,0.000216,49600,0.036
10.1016/j.ssc.2007.12.033,0.0045,-178,0.7,In1.998Ge0.002O3,solid state reaction,polycrystalline,1000,2.931,55.51,4032000,2844,1741,1035.51,12.944,80,222,0.000703,31600,0.185
10.1016/j.ssc.2007.12.033,0.00168,-119,0.85,In1.994Ge0.006O3,solid state reaction,polycrystalline,1000,3.49,55.48,4027000,2846,1740,1035.51,12.944,80,594,0.000846,14200,0.415
10.1016/j.ssc.2007.12.033,0.00143,-108,0.82,In1.985Ge0.015O3,solid state reaction,polycrystalline,1000,3.536,55.4,4016000,2850,1740,1035.51,12.944,80,697,0.00082,11800,0.481
10.1016/j.ssc.2007.12.033,0.00178,-115,0.74,In1.94Ge0.06O3,solid state reaction,polycrystalline,1000,3.063,55.02,3961000,2869,1737,1035.51,12.944,80,562,0.000743,13200,0.448
10.1016/j.ssc.2007.12.033,0.00209,-117,0.66,In1.9Ge0.1O3,solid state reaction,polycrystalline,1000,2.514,54.68,3910000,2887,1734,1035.51,12.944,80,479,0.000661,13800,0.465
10.1016/j.ssc.2007.12.033,0.00267,-110,0.45,In1.8Ge0.2O3,solid state reaction,polycrystalline,1000,1.631,53.84,3782000,2932,1727,1035.51,12.944,80,374,0.000453,12100,0.56
10.1016/j.ssc.2012.03.013,0.0032,130,0.16,La1.61Sr0.39Cu0.94Ti0.06O4,Solid state reaction,polycrystalline,300,,54.92,18610,6221,2419,188.19,13.442,14,312,0.000528,16900,
10.1016/j.ssc.2012.03.013,12.6,200,9.52E-05,La1.85Sr0.15Cu0.94Ti0.06O4,Solid state reaction,polycrystalline,300,,56.67,20190,6603,2448,189.68,13.549,14,0.079,3.17E-07,40000,
10.1016/j.ssc.2012.03.013,0.0039,20,0.00308,La1.73Sr0.27Cu0.94Ti0.06O4,Solid state reaction,polycrystalline,300,,55.79,19410,6415,2433,188.56,13.469,14,256,1.03E-05,400,
10.1016/j.ssc.2012.03.013,0.0035,5,0.000214,La1.69Sr0.31Cu0.94Ti0.06O4,Solid state reaction,polycrystalline,300,,55.5,19150,6351,2429,188.45,13.461,14,286,7.14E-07,25,
